"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-EIF3E|EIF3E",395.15851592045,-0.198465994243408,0.192518244219373,-1.0308944746933,0.302590307953986,0.656178002632238
"gene-PRKAG2|PRKAG2",342.300795735205,-0.236455961250353,0.229632954090677,-1.0297126655305,0.303144908246042,0.656178002632238
"gene-EIF3B|EIF3B",38.1708662673502,-0.486157042444935,0.472288956632744,-1.0293635614753,0.303308865265053,0.656178002632238
"gene-CPSF6|CPSF6",52.3442791606105,-0.321125726563673,0.312825270724842,-1.02653384050335,0.304640020962864,0.65733968643678
"gene-CDV3|CDV3",317.65291361037,0.161151909491192,0.157158515686122,1.0254099740484,0.3051697839349,0.65733968643678
"gene-WBP1L|WBP1L",34.2850354556949,-0.325606695208154,0.318637423379516,-1.02187210703225,0.306841435652512,0.658085411669427
"gene-MSI2|MSI2",153.664793691839,-0.306688577745262,0.29979080971827,-1.02300860401116,0.306303777747007,0.658085411669427
"gene-PPM1A|PPM1A",254.781575196497,0.242382689121495,0.238201077300131,1.01755496603441,0.308889498117287,0.660460207495496
"gene-RAB1A|RAB1A",125.96670408355,0.262759408958396,0.259788657458202,1.01143526252939,0.311808151013525,0.660460207495496
"gene-REPS1|REPS1",35.7634314683011,-1.40440213820241,1.3909074254808,-1.00970209265864,0.312638039576305,0.660460207495496
"gene-TRA2B|TRA2B",88.9373269280408,-0.26256628218501,0.259224065172447,-1.01289315870554,0.311111196495201,0.660460207495496
"gene-EIF4A2|EIF4A2",10703.0776731359,0.350840478528851,0.346453536076908,1.01266242654533,0.311221430649299,0.660460207495496
"gene-TNNC2|TNNC2",8831.70366357582,0.329977707089144,0.327561877088316,1.00737518670458,0.313754510808341,0.660460207495496
"gene-ARRDC3|ARRDC3",186.912360823852,-0.704601148724011,0.699703207457344,-1.00700002688921,0.313934761266741,0.660460207495496
"gene-PSMD11|PSMD11",80.5929341953374,0.713375309653385,0.707846526192858,1.00781070932178,0.313545343677423,0.660460207495496
"gene-EIF1|EIF1",4743.60611943884,-0.228158174079797,0.225562294388949,-1.01150848238125,0.31177312337026,0.660460207495496
"gene-CNOT2|CNOT2",835.333281613871,-0.195826684697982,0.195555551166765,-1.00138647831575,0.316639998683256,0.664743168483031
"gene-TCERG1|TCERG1",159.096915637492,-0.254809101693675,0.255379044172612,-0.997768248836611,0.318391749940612,0.667010564749003
"gene-KIF1C|KIF1C",39.2489467837218,-0.641461250041492,0.643973792845207,-0.996098377245115,0.31920234826126,0.667300909101961
"gene-TEF|TEF",75.7180970835836,-1.00865436748766,1.01664432561076,-0.99214085209367,0.321128820748385,0.669917897065433
"gene-CNOT7|CNOT7",62.0916947695759,0.297480131552011,0.301597574056114,0.986347892495525,0.323962425659496,0.674412345240837
"gene-PA2G4|PA2G4",283.903891211414,-0.228472074380574,0.232763848656802,-0.98156168021368,0.326315833563126,0.675061593021678
"gene-TFDP1|TFDP1",62.4335059944663,-0.384914584995279,0.392081336500679,-0.981721263324177,0.326237187032795,0.675061593021678
"gene-MSC|MSC",37.419452930006,0.479563871948082,0.489974272917987,0.978753168185939,0.327701954512384,0.675061593021678
"gene-FBXO8|FBXO8",58.1391244737484,-0.912897092851605,0.934747655654063,-0.976624105264892,0.328755280793303,0.675061593021678
"gene-UPF2|UPF2",51.1138311487971,-0.358487705187487,0.364957962513224,-0.982271225756574,0.325966246243879,0.675061593021678
"gene-CELF2|CELF2",66.0610765156432,-0.772637445259245,0.791585298116758,-0.976063409840239,0.329033042318723,0.675061593021678
"gene-KANSL1|KANSL1",61.3622541160308,-0.391231835433925,0.399743821683929,-0.978706396976576,0.327725070407537,0.675061593021678
"gene-LOC128407573|LOC128407573",57.8134361137839,-0.608461289688386,0.625996639728402,-0.971988108358497,0.331056464545074,0.677812514006719
"gene-SLC20A2|SLC20A2",42.9785808912889,-0.691201640973849,0.714269450440744,-0.967704331393901,0.333192054311306,0.680781296154582
"gene-KMT5B|KMT5B",97.1849224832714,0.309817238243434,0.32172797729506,0.962978852035913,0.335558136250383,0.683591936346713
"gene-DLGAP4|DLGAP4",77.6000337916551,0.339479389208601,0.352812415830601,0.962209304367561,0.335944476271093,0.683591936346713
"gene-PPP3R1|PPP3R1",2647.58696831099,0.231391391234523,0.242218873860993,0.955298765724245,0.339426631507016,0.68926512287621
"gene-NAP1L4|NAP1L4",1551.62636672062,-0.0761395596860311,0.0804159904621351,-0.946821139035555,0.343729928123292,0.69458926499125
"gene-AFDN|AFDN",34.0025887831393,-0.456408846896059,0.481197741472135,-0.948485014704686,0.342882598013224,0.69458926499125
"gene-U2SURP|U2SURP",254.984258749502,0.140502821453279,0.148522562497342,0.946003213860474,0.344146947004728,0.69458926499125
"gene-RAD23B|RAD23B",53.3512509853132,-0.248285045310996,0.263675102958767,-0.941632495919884,0.346380826533396,0.696267531877858
"gene-SET|SET",161.736842704679,-0.178337062931258,0.189234525511846,-0.942412926229439,0.345981271825443,0.696267531877858
"gene-BOD1|BOD1",47.5550816722239,-0.438726358702222,0.466690577405935,-0.940079744358349,0.347176657932722,0.696457416822612
"gene-RBM5|RBM5",105.987702205888,-0.283543841306754,0.302975375878951,-0.935864310702398,0.349343054601964,0.696581632971387
"gene-AMMECR1L|AMMECR1L",213.75283911389,0.215553061203153,0.229844341517961,0.937821917997092,0.348335935302537,0.696581632971387
"gene-RPL18A|RPL18A",49.5742019005952,-0.35801306626277,0.382460544142629,-0.936078431476733,0.349232807121046,0.696581632971387
"gene-FOXK2|FOXK2",400.285139961542,-0.18215096450591,0.19667781614451,-0.926138840041187,0.354373831579922,0.696844150382455
"gene-EFNB2|EFNB2",75.2331329745345,0.26069856536212,0.281473018973868,0.926193801141285,0.354345273432057,0.696844150382455
"gene-CCDC6|CCDC6",88.1600579200181,-0.276683623311846,0.297625473979222,-0.929636901077769,0.35255911472682,0.696844150382455
"gene-ARL8A|ARL8A",97.612479237786,-1.12161259305484,1.20990531841565,-0.927025095255853,0.353913504843856,0.696844150382455
"gene-SCOC|SCOC",143.269542934599,0.274205817223729,0.296082305975379,0.926113488343782,0.354387004977985,0.696844150382455
"gene-NAA35|NAA35",34.8694938812119,-1.73535200701051,1.85980922532584,-0.933080653316188,0.350778327302269,0.696844150382455
"gene-UBE2G1|UBE2G1",38.1791178866119,-0.304912300185651,0.326893137928728,-0.932758338451663,0.350944756197379,0.696844150382455
"gene-CDKAL1|CDKAL1",41.2878303943335,-0.836783048298447,0.905016168519076,-0.924605634027199,0.355171081336649,0.697005699144847
"gene-PURA|PURA",881.063994517147,-0.19185405550084,0.207940427847297,-0.922639515014028,0.356195096003073,0.697636548976432
"gene-UBE2W|UBE2W",68.256982592749,-0.344961775994315,0.374490411464786,-0.921149822354669,0.356972211397547,0.697782295113709
"gene-SAMD1|SAMD1",74.3716478564355,0.377026385425955,0.411889468994978,0.915358157483149,0.360003637064531,0.699322329090528
"gene-PNISR|PNISR",221.375950767818,-0.154582666681454,0.168645327708317,-0.916613989738361,0.359344950909635,0.699322329090528
"gene-FUBP1|FUBP1",434.848734729941,-0.157899219139796,0.171971184845982,-0.918172537342295,0.358528543852768,0.699322329090528
"gene-C7H6orf62|C7H6orf62",1160.33072301477,0.183907182504225,0.201152810066694,0.914266037065301,0.360577071998339,0.699322329090528
"gene-GNA13|GNA13",79.5602258823355,0.324264099518747,0.35660713107045,0.909303463857784,0.363189962699417,0.702568129868827
"gene-HOXA3|HOXA3",36.3388912264397,-0.447844734550993,0.493002609308648,-0.908402361559543,0.363665678502092,0.702568129868827
"gene-ACTA1|ACTA1",2028893.42502174,0.163502803449035,0.181969848226241,0.898515908227573,0.368910567952785,0.709938360420766
"gene-PABPC1|PABPC1",1667.08710503662,-0.246169822092959,0.273698539137385,-0.89941956894915,0.368429219652405,0.709938360420766
"gene-PHF20L1|PHF20L1",30.7836283174585,-0.281118006193571,0.313401172279387,-0.896990921089994,0.369723761613643,0.710073243548246
"gene-TRIO|TRIO",190.570828612055,-0.212938394918683,0.237830787068344,-0.895335702931902,0.370607660240608,0.710073243548246
"gene-DAZAP1|DAZAP1",56.1998491577672,-0.356111313766484,0.398171623951358,-0.894366379584064,0.371125894664189,0.710073243548246
"gene-BRD8|BRD8",61.2216088393108,-0.228360300655629,0.256807267982508,-0.889228340185386,0.373880374791831,0.713967715708246
"gene-ZNF706|ZNF706",284.380130389535,0.181863155167127,0.20492798689338,0.887449088453432,0.374837164822279,0.714420930265879
"gene-LOC128412256|LOC128412256",155.363036052791,0.213707643116634,0.242382375855984,0.8816962964486,0.37794106432872,0.716212742134387
"gene-CLK3|CLK3",191.816660909772,0.248635264606874,0.281871729329959,0.882086561848215,0.377729998637239,0.716212742134387
"gene-CHD4|CHD4",76.002988356866,0.23429288214285,0.264952778428744,0.884281657781747,0.376544187234487,0.716212742134387
"gene-EEF1A1|EEF1A1",5640.0809232001,-0.278380686632499,0.316996926102708,-0.878181028614464,0.379845485710936,0.717084728728059
"gene-CTDSPL|CTDSPL",206.069571620647,0.223651398050863,0.254362163615042,0.879263625030894,0.379258353693424,0.717084728728059
"gene-NCKAP1|NCKAP1",121.263105321138,-0.131132007647589,0.15023928489334,-0.872821031734039,0.38276063412959,0.721216906433934
"gene-MAFA|MAFA",247.086088434215,-0.488417343800996,0.560898724483477,-0.87077634959996,0.383876281088429,0.721949142274261
"gene-EIF2S3|EIF2S3",84.0711106427831,-0.198298894469976,0.228407186893842,-0.868181501496013,0.385294979385078,0.722003278006542
"gene-BTRC|BTRC",84.4424955820517,-0.316045126712668,0.364080409427779,-0.868064082902435,0.385359252108225,0.722003278006542
"gene-CPEB3|CPEB3",248.029397853731,-0.149195944845451,0.173215874406356,-0.861329513572436,0.389056585137618,0.727557794805377
"gene-MADD|MADD",41.4968356707582,-0.359176025624065,0.419410150833258,-0.856383721067495,0.39178556606141,0.731283960712369
"gene-STT3B|STT3B",681.310337512332,-0.16212502549925,0.190020344219055,-0.853198251826936,0.393549372679557,0.733197986999624
"gene-CDC73|CDC73",35.0307459226769,-0.566970832428102,0.668392413930593,-0.848260423983473,0.396292952825749,0.735724518022794
"gene-PHTF2|PHTF2",43.0212411374855,-0.668928958441512,0.788746735894541,-0.848090937178789,0.396387328441284,0.735724518022794
"gene-KTN1|KTN1",390.044432818198,0.207093203178503,0.24569120078092,0.842900366477372,0.399284168568136,0.736968734922229
"gene-VAPB|VAPB",38.4829020153234,-0.362519534589968,0.429136253706615,-0.844765576104901,0.398241738062201,0.736968734922229
"gene-PITX2|PITX2",193.930393079371,-0.213083461242629,0.252700441033111,-0.843225521773861,0.399102327330491,0.736968734922229
"gene-ARMC8|ARMC8",164.665231540271,-0.172306802691629,0.206951217858987,-0.832596224724978,0.405072488898536,0.737466617807244
"gene-FXR1|FXR1",657.130549800931,-0.110198153846683,0.132291600599653,-0.832994334841939,0.404847924324862,0.737466617807244
"gene-ZNF281|ZNF281",38.5323899278924,0.461674916021723,0.554999713114744,0.831847125525043,0.405495240002775,0.737466617807244
"gene-EIF4G3|EIF4G3",728.766537294838,0.337735735335796,0.404766716314215,0.834396015589424,0.404057861767186,0.737466617807244
"gene-YEATS4|YEATS4",53.9994098264474,0.308060449836412,0.368415241508777,0.836177267191245,0.403055185206525,0.737466617807244
"gene-NDUFS4|NDUFS4",255.594249111132,-0.294336066469106,0.352313215087801,-0.835438620705028,0.403470792421577,0.737466617807244
"gene-CDK13|CDK13",79.3785394503842,0.2097527993963,0.249776729807637,0.839761172138971,0.401042307777902,0.737466617807244
"gene-MED13|MED13",35.1081465241374,1.19776553336656,1.43172131542496,0.836591255897486,0.402822362319597,0.737466617807244
"gene-LUC7L|LUC7L",58.3070531252467,-0.274398824374397,0.330528882314259,-0.830181079647696,0.406436410915569,0.737826976305594
"gene-PPIG|PPIG",36.2153209469063,-0.4899951385629,0.591166638733895,-0.828861282856431,0.407182905966578,0.737833258439437
"gene-RDX|RDX",162.865705793306,-0.859086388158657,1.0397750870784,-0.826223285049607,0.408677441775641,0.737848544878567
"gene-FMR1|FMR1",36.4417279514793,-0.395388350525293,0.477864029345763,-0.827407643690223,0.408006049621736,0.737848544878567
"gene-RBL2|RBL2",44.2686428804709,-0.623160923690403,0.757853763093138,-0.822270672836678,0.410922864001889,0.740556087030627
"gene-SPAG9|SPAG9",88.1248267391227,0.30831859553563,0.379448845968608,0.812543242155853,0.416479984464379,0.741130386077723
"gene-EPB41L2|EPB41L2",69.5130815970668,-0.373202464974321,0.459762675465522,-0.811728495786318,0.416947439500596,0.741130386077723
"gene-PPM1B|PPM1B",3026.29690603435,0.121978597956677,0.15033764660331,0.811364290399842,0.417156499821788,0.741130386077723
"gene-PPP4R3B|PPP4R3B",84.5243404403806,-0.217934205055475,0.267680392742726,-0.814158268457626,0.415554288909236,0.741130386077723
"gene-RAB2A|RAB2A",515.003490239502,0.129549659299423,0.159688072701925,0.81126697258875,0.417212372424418,0.741130386077723
"gene-SS18|SS18",29.0600658211338,0.582344288128495,0.710557840239334,0.819559302775896,0.412467382026482,0.741130386077723
"gene-NUP153|NUP153",101.45976949144,-0.462413319645728,0.566272858650799,-0.816590999518278,0.414162200339794,0.741130386077723
"gene-CSNK1G3|CSNK1G3",101.190173535882,-0.172641303558152,0.212660091878705,-0.811818061550645,0.416896036637577,0.741130386077723
"gene-PRKACA|PRKACA",571.014701256331,-0.143081160024667,0.176799533703536,-0.809284713751512,0.418351396864194,0.741826673368116
"gene-LOC128407575|LOC128407575",69562.8433778786,-0.216790907113502,0.269800890447911,-0.803521836987253,0.421673180340775,0.744414982876563
"gene-NIPBL|NIPBL",604.062918272129,-0.110282959638095,0.13736392981095,-0.802852392108133,0.422060055749753,0.744414982876563
"gene-ABHD17C|ABHD17C",33.400582153183,-0.716005183615813,0.890019149614619,-0.804482896717273,0.421118143055669,0.744414982876563
"gene-UBE2B|UBE2B",199.237197954488,0.187095761812377,0.234045173146465,0.79940021533917,0.424058385630015,0.745291994567442
"gene-RCOR3|RCOR3",574.066882188664,-0.136970593940103,0.171085746606203,-0.800596172721366,0.423365467141601,0.745291994567442
"gene-PSMD14|PSMD14",34.2178679116418,0.452904286744311,0.569369773139559,0.795448420535136,0.426352703317751,0.748000414124606
"gene-BAZ2B|BAZ2B",35.9163581256571,-0.657915173700401,0.833830157058062,-0.789027799164367,0.430095758966213,0.751880535400604
"gene-HNRNPAB|HNRNPAB",1309.58804865549,-0.140162088045451,0.177994651304191,-0.787451122932425,0.431017829889336,0.751880535400604
"gene-PCF11|PCF11",39.5327404791904,0.561493615520482,0.712361256549866,0.788214701961653,0.430571130921544,0.751880535400604
"gene-SPEN|SPEN",39.5832808152021,-0.323859624129714,0.411789686739783,-0.786468516717289,0.431593056574365,0.751880535400604
"gene-KAT6A|KAT6A",72.7557844505307,-0.2586645872764,0.330121898147242,-0.783542651148302,0.43330851780738,0.752357997391729
"gene-RPSA|RPSA",393.473904161523,-0.223931953074784,0.285840157168361,-0.783416701463983,0.433382451669757,0.752357997391729
"gene-MAP3K20|MAP3K20",31.1619502708219,-0.452798890073099,0.580855426679007,-0.779538021469368,0.435662849371322,0.754996875088522
"gene-ABCC5|ABCC5",62.7923558713566,0.776597074024473,1.00011687096119,0.776506322984139,0.437450088896195,0.756214182656645
"gene-PRPF38B|PRPF38B",56.4080026000122,-0.268250759918169,0.346388690948425,-0.774421241015946,0.438681726543376,0.756214182656645
"gene-CSE1L|CSE1L",32.1766516006779,0.37864283520869,0.489716749204717,0.773187430945731,0.439411463638353,0.756214182656645
"gene-HAPSTR1|HAPSTR1",85.2283201023701,0.23598369412536,0.304208670787332,0.775729677640691,0.437908613001635,0.756214182656645
"gene-C6H1orf21|C6H1orf21",117.197918477905,0.177756981393086,0.230998853268052,0.769514561991423,0.44158790323241,0.758610509230787
"gene-SRSF11|SRSF11",139.383066236135,0.147586973979841,0.192105113428687,0.768261559235525,0.442331807497105,0.758610509230787
"gene-MARCHF6|MARCHF6",231.649206218637,-0.150799910424756,0.197071754245344,-0.765203065260268,0.444150634696181,0.760416517678117
"gene-ATP6V0C|ATP6V0C",33.9091182179623,0.310118466055439,0.406687144539359,0.762547993511573,0.445733010342056,0.761812184629365
"gene-YY1|YY1",373.016769481019,0.237010511415432,0.31209034559957,0.759429167730586,0.447595870909113,0.763681614798538
"gene-CPEB2|CPEB2",194.758196021933,0.295657832939905,0.390246171749519,0.757618791273305,0.448679227403333,0.764216934496587
"gene-VTI1A|VTI1A",76.6882452381586,-0.203972239278055,0.271609645680527,-0.750975683381921,0.452667290220683,0.768698354182238
"gene-METAP1|METAP1",92.8150802251431,-0.214300180608934,0.285483136410011,-0.750657931336288,0.45285854702579,0.768698354182238
"gene-UBE2V1|UBE2V1",751.134767540685,-0.159579473982753,0.213094409995998,-0.748867480783517,0.453937082226408,0.769214202475807
"gene-LOC128416285|LOC128416285",76.0290847316918,-0.31452596238134,0.421820624363089,-0.745639127665332,0.455885439983543,0.76988816650282
"gene-PDLIM3|PDLIM3",102.17815884588,1.55287109886755,2.08023083874479,0.746489798124785,0.455371592057998,0.76988816650282
"gene-PRKAR1A|PRKAR1A",311.771820426231,-0.126757852983267,0.170704882857713,-0.742555519568372,0.457750826778652,0.770417916934239
"gene-UBE2M|UBE2M",592.805209615984,-0.0869796093414703,0.117117486771282,-0.742669704920602,0.457681675612228,0.770417916934239
"gene-CFL2|CFL2",1098.91671830663,0.136426960502532,0.184982224123901,0.73751389436832,0.460809896860486,0.774254192186908
"gene-MYH7B|MYH7B",57.845251410055,0.647040127934031,0.880578088674939,0.734790175062921,0.46246729159856,0.774366363870845
"gene-RBM23|RBM23",175.151495624945,0.133976903394394,0.182638992739599,0.733561335313616,0.463216133070777,0.774366363870845
"gene-ENO3|ENO3",10899.7870795488,-0.252252807142842,0.343026532744112,-0.735374039800633,0.462111727644848,0.774366363870845
"gene-BIN1|BIN1",2183.24975492443,0.192716384579721,0.264522626369239,0.72854404640121,0.466280616054322,0.777166336324812
"gene-MBNL1|MBNL1",1874.17950765341,-0.219604957658623,0.30154874310667,-0.728256915933951,0.466456330764943,0.777166336324812
"gene-UBE2D2|UBE2D2",1425.35345956719,-0.11634955894168,0.160122941187353,-0.726626416420518,0.467454841199635,0.777525389131051
"gene-METAP2|METAP2",2027.61648687381,-0.0700808443254397,0.0969168859533078,-0.723102518576618,0.46961690206824,0.779815357447763
"gene-LOC128408354|LOC128408354",186.709781119206,-0.242272320405877,0.336079717451954,-0.720877541324736,0.470984861876203,0.780781248485926
"gene-THRA|THRA",56.0798310601537,-0.269252345598357,0.376742042709725,-0.714686217820964,0.474802955844002,0.785798891921823
"gene-TAOK3|TAOK3",92.1324899878796,-0.23749939495157,0.337136546262273,-0.704460544502372,0.481146012930405,0.794971698568872
"gene-CARNS1|CARNS1",163.751245071177,0.563105556909755,0.805774478065179,0.698837667658425,0.484653485355922,0.795830026779145
"gene-KCTD1|KCTD1",49.8332865988749,-0.359482497187801,0.514657149277286,-0.698489271338422,0.48487126505678,0.795830026779145
"gene-SPCS3|SPCS3",123.783303070091,0.259945310005441,0.371499312520701,0.699719491381176,0.484102501482925,0.795830026779145
"gene-HNRNPK|HNRNPK",788.071317376088,0.139166714693599,0.198543712387067,0.700937405775357,0.483342079279544,0.795830026779145
"gene-MBNL2|MBNL2",272.15980134593,0.39640874598618,0.568924952534152,0.696768078496932,0.48594794616632,0.796281040500258
"gene-PPP4R3A|PPP4R3A",151.804667600525,-0.109777886721055,0.158840583976843,-0.69111988871219,0.489490202596585,0.799321994321974
"gene-PHAF1|PHAF1",50.2219546466307,-0.434708206322672,0.63004737619545,-0.689961140617177,0.490218624916498,0.799321994321974
"gene-ADD1|ADD1",64.718582753245,0.154600350404587,0.223368434439786,0.692131593223224,0.488854692890036,0.799321994321974
"gene-LOC128407574|LOC128407574",4886.84270963792,0.341023086726985,0.501302005422243,0.680274730678054,0.496330521588829,0.80663863819592
"gene-VPS41|VPS41",58.8687316161233,-0.224836931144772,0.330183049509434,-0.680946315926335,0.495905459922783,0.80663863819592
"gene-MAPRE2|MAPRE2",34.8665001042372,0.707488700944328,1.0489947886896,0.674444438211293,0.500028798614522,0.81132123696768
"gene-BZW1|BZW1",7845.72088995584,-0.0609974148161136,0.091002935121981,-0.670279642457161,0.50267954201861,0.811711780479437
"gene-DST|DST",460.533036552503,0.136983592723032,0.203627750927671,0.672715737903961,0.501128153313693,0.811711780479437
"gene-DMD|DMD",467.387521225602,-0.121036109937139,0.181686952922966,-0.666179425599466,0.505296422020045,0.811711780479437
"gene-UXS1|UXS1",116.291161908592,-0.204278448539252,0.30529952567257,-0.669108306307485,0.503426391741435,0.811711780479437
"gene-PCCA|PCCA",46.3686531634933,0.417378985193384,0.628104743970741,0.664505385765446,0.506366903032033,0.811711780479437
"gene-ZNF423|ZNF423",38.4140946874087,-0.450492803850019,0.675648359487053,-0.666756305294709,0.504927807043191,0.811711780479437
"gene-LOC128420594|LOC128420594",69.690147188307,1.57147059287228,2.36733350448369,0.663814620920942,0.506808966663898,0.811711780479437
"gene-SNX27|SNX27",84.4103860007166,-0.442537302932604,0.665570215579317,-0.664899499067001,0.506114776162684,0.811711780479437
"gene-AKAP6|AKAP6",29.7034764666907,-0.578380116611134,0.877256272407492,-0.659305763666826,0.509699442009209,0.813280844637426
"gene-EYA4|EYA4",271.753731056371,-0.153620500826601,0.233067914943331,-0.659123332630116,0.509816573710863,0.813280844637426
"gene-FHL1|FHL1",86.0060226094453,0.423280222907496,0.642838318580549,0.658455183322209,0.510245686011195,0.813280844637426
"gene-MAEA|MAEA",71.8542097402947,0.165610660225435,0.252510203558225,0.655857299593232,0.511915944649946,0.813332052859835
"gene-USP13|USP13",34.4444955808052,-2.46553304774952,3.75501200856703,-0.656597912902655,0.511439491242173,0.813332052859835
"gene-SF3B5|SF3B5",651.027366229955,0.200462529481715,0.308113744305164,0.650612097599812,0.515296919067529,0.817395911556001
"gene-FBXL14|FBXL14",31.8458572183924,0.302309148325856,0.466538426747506,0.647983383562675,0.516995697579111,0.818782659802323
"gene-JPH1|JPH1",3711.30787781756,0.194719726297844,0.302015966472167,0.644733219148495,0.519100085073523,0.820806344710205
"gene-PPP3CA|PPP3CA",5224.69644493186,-0.126657125143089,0.197799438267561,-0.640331065914155,0.521957388118944,0.824012220035153
"gene-ARID1B|ARID1B",55.4466697450401,-0.178692316421731,0.280289042041185,-0.637528727917498,0.52378050355315,0.824269477065417
"gene-INTS13|INTS13",84.9678664129307,-0.189324813783049,0.296742160941899,-0.638011171658611,0.523466407857584,0.824269477065417
"gene-PCGF5|PCGF5",37.3345283535404,0.306374853657028,0.482490863864759,0.634985813416157,0.525437667531368,0.825568993447228
"gene-EEF1A2|EEF1A2",263.13761371096,-0.149710940271107,0.236362655476752,-0.633395068138553,0.526475684841678,0.825893135936472
"gene-MIB1|MIB1",45.6578518480851,0.467300035463239,0.745414024020846,0.626899978273243,0.530724801529517,0.828631647671085
"gene-ZFC3H1|ZFC3H1",82.8958961108315,0.224231776568248,0.356429098781776,0.629106257975683,0.529279493785092,0.828631647671085
"gene-CTDSPL2|CTDSPL2",82.8000974765457,0.169509658178267,0.27028788875634,0.627144852691042,0.530564288424602,0.828631647671085
"gene-IPO7|IPO7",387.415195968741,0.157042189177718,0.251317707420882,0.624875146241561,0.532053005555067,0.829401310072499
"gene-TOB2|TOB2",321.742299862499,0.205887156266991,0.330481562765788,0.622991354022685,0.533290203486183,0.829671772965692
"gene-DCAF8|DCAF8",192.00616433636,0.0843669968274702,0.135623560960943,0.622067406501487,0.533897545745294,0.829671772965692
"gene-MKRN1|MKRN1",217.39035017286,-0.13490622731112,0.217546521556115,-0.620125876277555,0.535174917268713,0.830357332574737
"gene-LOC128411063|LOC128411063",1890.39296353846,0.103038145644316,0.167960720539998,0.613465727659691,0.539568437456629,0.833300394686204
"gene-UBE2N|UBE2N",269.553203902076,0.220137565139804,0.359182683976402,0.61288468225341,0.539952592268914,0.833300394686204
"gene-SPIN1|SPIN1",64.4232166553379,0.168468404770676,0.274263891233027,0.614256597954915,0.539045778141794,0.833300394686204
"gene-MLLT10|MLLT10",103.633357749759,-0.144163093936566,0.235497036352397,-0.612165215195492,0.540428453351375,0.833300394686204
"gene-ZNF652|ZNF652",134.270406096986,0.152334161547163,0.250188460186524,0.608877649407142,0.542605539958386,0.835360156866166
"gene-AIDA|AIDA",122.740307651321,-0.171755134220549,0.283462054681727,-0.605919315773665,0.544568332267804,0.837084139228993
"gene-GPBP1L1|GPBP1L1",159.542427755818,0.108431765105431,0.179988790100442,0.602436213082608,0.546883810892091,0.839344086886934
"gene-LOC128410690|LOC128410690",33.8290743886717,0.248609319720673,0.415819710050591,0.597877670806961,0.549921559987187,0.842703872017402
"gene-VDAC1|VDAC1",122.732534117959,-0.156011099885116,0.261681038189467,-0.596188019447393,0.551049628256021,0.842816202559827
"gene-PBX2|PBX2",144.031065131389,0.180524700231243,0.30328763276435,0.595226051869737,0.551692378312072,0.842816202559827
"gene-HDLBP|HDLBP",49.2609251644032,-0.573334692146848,0.970514736305779,-0.590753206210162,0.554685792412958,0.844789864825256
"gene-PTPRM|PTPRM",52.5573318628143,-0.396597261972686,0.671221438733417,-0.590859050511047,0.554614865364585,0.844789864825256
"gene-EIF5|EIF5",6863.48805852654,0.103593843145983,0.177313013464538,0.584242753094382,0.559057001324434,0.844967431225514
"gene-PM20D2|PM20D2",798.110216407425,-0.230700445212772,0.393885713807217,-0.585704018007837,0.558074433497292,0.844967431225514
"gene-AP2M1|AP2M1",125.05644031646,0.173439886907834,0.295159636776567,0.587613837725132,0.5567915207871,0.844967431225514
"gene-PRPF4B|PRPF4B",151.323462776943,-0.140332952555536,0.239976663703433,-0.584777496235892,0.558697337735679,0.844967431225514
"gene-TIA1|TIA1",169.054858139484,-0.145064764941491,0.246673877936385,-0.588083205871122,0.556476445026719,0.844967431225514
"gene-DTNA|DTNA",530.663243053835,-0.202372853773772,0.347488049750506,-0.582387952388791,0.560305394676654,0.845567259747596
"gene-TNPO2|TNPO2",74.4373779748811,0.194352679745958,0.336125751863305,0.578214191172703,0.56311951888895,0.847238912510193
"gene-SUB1|SUB1",589.045011477494,-0.128137591280112,0.221163159062253,-0.579380362549639,0.562332551507834,0.847238912510193
"gene-WDR33|WDR33",96.7207528639432,0.141852189482384,0.246831093920104,0.574693354996432,0.565498702332108,0.848248053498162
"gene-KPNA4|KPNA4",11176.3938846146,0.0718526028481169,0.124909347599379,0.575237996427373,0.565130348665134,0.848248053498162
"gene-PSIP1|PSIP1",38.2204689472506,-2.13711341373918,3.75206312049927,-0.569583545133646,0.568960191553269,0.85215304707752
"gene-TDRD3|TDRD3",206.965744788451,-1.22857118910159,2.16410935393224,-0.567702915228959,0.570236711728171,0.852778696906738
"gene-MAFG|MAFG",48.9469035628566,0.213776591474944,0.378864802362283,0.564255613458976,0.572580184398399,0.853089987145621
"gene-PDZRN3|PDZRN3",100.690542550993,-0.131776002072189,0.234071682430951,-0.562972849614397,0.573453371961985,0.853089987145621
"gene-MYOZ1|MYOZ1",32.0924188310282,-0.350418693768946,0.619187158506887,-0.565933399868868,0.571439055563841,0.853089987145621
"gene-CALU|CALU",145.607277322404,-0.416421504186182,0.740509520247093,-0.562344565195098,0.573881280375906,0.853089987145621
"gene-FNBP4|FNBP4",256.748365508113,-0.139017634271115,0.250331619495718,-0.555333898894433,0.578666296247941,0.856375367237316
"gene-CCNYL1|CCNYL1",775.501901382601,0.0962904743310168,0.174498511118071,0.551812584038977,0.581076764636065,0.856375367237316
"gene-RNF146|RNF146",350.772502190333,0.108928785458285,0.197458964870044,0.551652772665834,0.58118627272021,0.856375367237316
"gene-PICALM|PICALM",42.2975813123918,0.203498633999441,0.368964983429596,0.551539151785854,0.581264135409858,0.856375367237316
