transcript_id,Am_03,Am_06,Am_09,Am_12,Am_15,Am_16,Am_17,Am_18,Am_19,Am_20,Am_21,Am_22,Am_23,Am_24,Am_27
rna-XM_053377766.1,5108,3294,2055,2324,3453,2220,1678,1306,2067,1553,3299,3524,1612,1456,2042
rna-XM_053377802.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377801.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377776.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377777.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377769.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377779.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377784.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377785.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377770.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377771.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377772.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377781.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377783.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377773.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329025.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377782.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
rna-XM_053377768.1,19,75,38,37,64,30,32,29,44,70,82,122,95,58,30
rna-XM_053377799.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329028.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377798.1,309,77,66,89,186,91,55,76,99,108,106,128,79,33,74
rna-XM_053377846.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
rna-XM_053377847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377911.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377916.1,160,125,57,95,106,91,70,57,90,102,123,71,69,63,82
rna-XM_053377844.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377843.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053380189.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377869.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377867.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329030.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329032.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377848.1,0,2,0,0,9,0,0,0,0,0,0,0,6,0,0
rna-XM_053377849.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377850.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377851.1,0,2,0,0,5,0,0,0,0,0,0,0,4,0,0
rna-XM_053377852.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329033.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377930.1,0,66,83,83,291,143,38,0,0,0,183,0,90,57,65
rna-XM_053377957.1,105,198,136,153,229,193,200,175,86,196,300,271,230,262,90
rna-XM_053377956.1,287,381,628,321,310,350,269,197,198,155,290,390,258,305,180
rna-XM_053377922.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377918.1,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0
rna-XM_053377919.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377920.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377921.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-TRNAA-UGC-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377888.1,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0
rna-XM_053377894.1,0,0,0,0,0,0,2,15,0,0,0,0,0,4,4
rna-XM_053377895.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377898.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377905.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377906.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377907.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377908.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377891.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377897.1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
rna-XM_053377899.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377892.1,414,261,147,215,216,197,140,165,290,128,337,252,132,111,148
rna-XM_053377887.1,176,164,119,126,131,150,45,108,0,94,194,178,54,38,97
rna-XR_008329046.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329045.1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
rna-XM_053377966.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377967.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377964.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377969.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377968.1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377963.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377958.1,1195,659,446,398,465,397,304,368,423,376,897,423,417,430,537
rna-XM_053377979.1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
rna-XM_053377978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329056.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377980.1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0
rna-XR_008329055.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377981.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377973.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377976.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053377995.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378031.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378030.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378039.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378037.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378035.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378026.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378024.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378025.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378028.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378022.1,66,110,76,42,79,34,39,35,48,51,38,54,50,57,38
rna-XR_008329058.1,16,48,7,0,36,42,21,12,28,8,39,33,41,39,33
rna-XM_053378048.1,0,0,0,0,0,0,0,0,0,0,0,310,0,100,0
rna-XM_053378043.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378042.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378047.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378046.1,0,224,0,0,0,0,0,0,0,0,0,0,190,0,0
rna-XM_053378044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378041.1,1186,2331,1584,596,1449,1546,410,349,393,269,1302,2404,1829,631,730
rna-XM_053378059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378060.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329060.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329061.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329062.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378056.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378057.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-TRNAK-CUU-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378106.1,0,38,0,0,0,0,37,42,30,0,0,0,50,0,35
rna-XM_053378104.1,0,0,0,0,0,0,20,25,49,0,0,11,19,37,0
rna-XM_053378093.1,0,0,7,6,5,0,0,0,0,0,8,7,0,0,5
rna-XM_053378076.1,0,0,0,0,24,0,0,0,0,32,0,0,0,0,0
rna-XM_053378081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378079.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378078.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378077.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378075.1,47,171,159,70,66,69,133,87,166,84,78,147,87,78,129
rna-XR_008329295.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378082.1,2,0,3,7,3,3,9,1,11,13,9,7,0,0,2
rna-XM_053378051.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378052.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378053.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378049.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378126.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
rna-XM_053378159.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378127.1,480,352,269,145,187,226,161,179,166,195,330,230,157,233,151
rna-XM_053378182.1,178,20,64,19,36,51,72,54,7,64,54,80,67,56,60
rna-XM_053378183.1,79,66,24,30,29,34,0,25,74,31,67,0,0,0,29
rna-XM_053378190.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378177.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378185.1,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0
rna-XM_053378186.1,96,100,63,59,153,87,64,60,85,69,96,87,117,75,115
rna-XM_053378168.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378169.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329287.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378175.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378176.1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
rna-XM_053378173.1,111,107,99,86,105,74,75,86,0,119,145,189,94,85,104
rna-XM_053378236.1,39,20,30,21,0,0,0,19,28,12,24,0,0,9,24
rna-XM_053378245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378244.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378239.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
rna-XM_053378238.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378237.1,115,0,0,0,42,40,0,25,0,37,36,0,0,0,0
rna-XM_053378241.1,11,0,0,0,5,2,0,3,0,5,4,0,0,0,0
rna-XM_053378240.1,11,0,0,0,5,2,0,3,0,5,4,0,0,0,0
rna-XM_053378246.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378228.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378221.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378218.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378224.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378254.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378253.1,37,58,48,34,27,46,25,33,19,29,27,38,17,24,19
rna-XM_053378293.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378294.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378292.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378208.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378192.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378193.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378194.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378196.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378197.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378199.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378216.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378207.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378213.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378210.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378217.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378205.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378203.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378202.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378204.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378206.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378211.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128409623,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0
rna-XM_053378209.1,57,33,27,26,11,20,10,6,41,20,48,41,8,21,18
rna-XM_053378249.1,0,0,0,28,0,0,0,41,0,0,0,76,0,0,0
rna-TRNAK-CUU-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378307.1,341,278,294,128,0,248,207,0,184,0,366,0,243,0,0
rna-XM_053378310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378311.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378308.1,80,131,78,28,107,50,40,70,59,43,81,90,51,34,18
rna-XM_053378320.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378321.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378322.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378323.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378324.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378325.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378326.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378329.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378330.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378331.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378333.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378334.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378335.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378336.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378337.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378338.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378342.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378385.1,26,0,28,9,19,0,11,19,19,17,17,36,10,0,11
rna-XM_053378402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378427.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378426.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378404.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378406.1,0,0,0,0,0,0,0,0,0,0,37,0,16,0,0
rna-XM_053378407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378408.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378384.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378421.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378425.1,58,23,0,14,25,11,18,9,25,12,27,25,17,15,23
rna-XM_053378489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378488.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378487.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378452.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378453.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378447.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378444.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378442.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378443.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378439.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378464.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378744.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378491.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378495.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378518.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378519.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378459.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378461.1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
rna-XM_053378462.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378458.1,23,56,40,18,43,26,0,10,30,28,34,31,15,23,20
rna-XR_008329113.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329116.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329115.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378347.1,0,21,13,20,36,15,0,0,12,25,20,15,0,13,22
rna-XM_053378348.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378349.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378352.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378354.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-TRNAA-UGC-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378988.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378995.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-XR_008329167.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rna-TRNAE-CUC-5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rna-XM_053378993.1,0,8,12,18,11,15,12,9,14,30,38,50,9,8,31
rna-XM_053378897.1,0,0,0,7,0,0,0,0,0,0,6,0,0,0,4
rna-XM_053378899.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
