gene_id,Am_03,Am_06,Am_09,Am_12,Am_15,Am_16,Am_17,Am_18,Am_19,Am_20,Am_21,Am_22,Am_23,Am_24,Am_27
gene-TUBGCP2|TUBGCP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-OGDH|OGDH,557,353,265,231,400,134,150,149,226,140,253,348,152,101,186
gene-ATP6V1B2|ATP6V1B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ASH2L|ASH2L,0,0,0,0,5,0,0,0,0,4,14,0,0,0,0
gene-BNIP3L|BNIP3L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPP2R2A|PPP2R2A,19,51,34,24,38,27,21,20,29,25,60,48,45,44,25
gene-EBF2|EBF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DOCK5|DOCK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403181|LOC128403181,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
gene-LOC128402861|LOC128402861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RHOBTB2|RHOBTB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EGR3|EGR3,8,0,9,6,11,9,0,0,14,0,4,0,0,5,0
gene-CCAR2|CCAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPP3CC|PPP3CC,132,80,52,65,61,88,84,0,0,86,117,165,76,65,0
gene-SLC39A14|SLC39A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NSD3|NSD3,13,0,0,11,0,0,0,0,0,10,14,21,6,0,0
gene-FGFR1|FGFR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403649|LOC128403649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-HDGF|HDGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KIRREL1|KIRREL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404167|LOC128404167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404168|LOC128404168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404211|LOC128404211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KCNJ10|KCNJ10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403590|LOC128403590,704,221,0,0,0,62,0,0,73,62,0,0,0,0,0
gene-CASQ1|CASQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DCAF8|DCAF8,289,266,207,158,180,168,153,179,149,208,272,247,168,188,140
gene-LOC128404212|LOC128404212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ETV3|ETV3,0,25,18,0,11,13,9,0,12,29,32,13,0,0,12
gene-SNX27|SNX27,151,134,46,70,77,87,75,0,80,91,157,172,87,80,53
gene-POGZ|POGZ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
gene-GOLPH3L|GOLPH3L,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gene-ARNT|ARNT,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
gene-LOC128403745|LOC128403745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403746|LOC128403746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404266|LOC128404266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PI4KB|PI4KB,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
gene-LOC128404374|LOC128404374,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1
gene-PRPF3|PRPF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404377|LOC128404377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ANP32E|ANP32E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-VPS45|VPS45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-OTUD7B|OTUD7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SF3B4|SF3B4,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0
gene-GATAD2B|GATAD2B,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0
gene-INTS3|INTS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CHTOP|CHTOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CRTC2|CRTC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TPM3|TPM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C16H1orf43|C16H1orf43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403732|LOC128403732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UBAP2L|UBAP2L,0,0,59,0,0,47,17,14,29,0,0,0,35,0,0
gene-UBE2Q1|UBE2Q1,629,354,325,0,0,0,264,284,0,348,531,522,372,390,247
gene-CLK2|CLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403397|LOC128403397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PKLR|PKLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAT-GGU-3|TRNAT-GGU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ASH1L|ASH1L,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
gene-KHDC4|KHDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404535|LOC128404535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NDUFS2|NDUFS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RAB1B|RAB1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404274|LOC128404274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-USP21|USP21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZBTB3|ZBTB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PCP4L1|PCP4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404406|LOC128404406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404397|LOC128404397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SDHC|SDHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CFAP126|CFAP126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404515|LOC128404515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
gene-POLR2G|POLR2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404383|LOC128404383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gene-LOC128404513|LOC128404513,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
gene-MPZ|MPZ,3,4,5,3,2,2,1,1,1,1,2,3,2,0,1
gene-HNRNPUL2|HNRNPUL2,15,11,14,0,10,0,0,0,2,0,15,9,0,10,5
gene-LOC128404384|LOC128404384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-C16H11orf98|C16H11orf98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-B3GAT3|B3GAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MTA2|MTA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NXF1|NXF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SLC3A2|SLC3A2,14,3,8,0,5,4,2,2,3,0,0,0,0,0,0
gene-LOC128403314|LOC128403314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403319|LOC128403319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RPS6KA4|RPS6KA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GPR137|GPR137,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
gene-STIP1|STIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MACROD1|MACROD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FLRT1|FLRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404051|LOC128404051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RCOR2|RCOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MARK2|MARK2,314,118,59,56,60,54,47,71,79,27,60,62,49,33,21
gene-TRNAK-CUU-58|TRNAK-CUU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CAPN1|CAPN1,9,7,2,1,7,3,2,2,3,3,5,5,2,2,2
gene-LOC128403376|LOC128403376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SF3B2|SF3B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KAT5|KAT5,26,0,22,0,23,31,11,0,0,0,0,15,34,0,0
gene-FIBP|FIBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CFL1|CFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DPF2|DPF2,0,46,0,43,0,0,0,0,0,0,6,29,31,0,0
gene-TMEM262|TMEM262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-VPS51|VPS51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404540|LOC128404540,2,1,5,11,2,0,2,0,2,4,4,4,2,0,2
gene-LOC128403481|LOC128403481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SF1|SF1,1032,738,475,279,306,571,500,642,506,775,1107,1023,949,1240,359
gene-TRNAN-AUU-8|TRNAN-AUU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PYGM|PYGM,384,486,419,315,349,245,319,274,247,296,453,460,436,559,351
gene-PRRC1|PRRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EHD1|EHD1,75,70,24,24,24,64,21,23,24,42,38,36,50,38,12
gene-PPP2R5B|PPP2R5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404311|LOC128404311,3,7,9,1,0,5,0,0,0,4,4,4,3,3,0
gene-EEF1G|EEF1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PIAS3|PIAS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PEX11B|PEX11B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TXNIP|TXNIP,14,0,0,0,9,0,0,0,0,0,0,11,6,0,6
gene-DEDD|DEDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SART1|SART1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CTSF|CTSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LGALS12|LGALS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MEF2D|MEF2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404458|LOC128404458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UBQLN4|UBQLN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403475|LOC128403475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403477|LOC128403477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MEX3A|MEX3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LMNA|LMNA,59,0,0,27,0,0,0,0,0,0,0,0,0,0,0
gene-SEMA4A|SEMA4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NCSTN|NCSTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-COPA|COPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PCNX3|PCNX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MAP3K11|MAP3K11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KCNK7|KCNK7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EHBP1L1|EHBP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZNRD2|ZNRD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404157|LOC128404157,143,151,151,62,125,113,83,82,75,52,119,82,97,57,83
gene-ACTN3|ACTN3,217,245,0,0,255,0,197,0,0,0,177,292,0,115,151
gene-SPRING1|SPRING1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MED13L|MED13L,8,15,22,6,21,10,22,7,8,0,0,14,29,11,21
gene-TPCN1|TPCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TAOK3|TAOK3,225,207,143,71,73,93,50,31,42,78,116,78,93,78,105
gene-SUDS3|SUDS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-HSPB8|HSPB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404332|LOC128404332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RPLP0|RPLP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-51|TRNAA-UGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404218|LOC128404218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PXN|PXN,4,4,0,0,0,1,2,1,2,0,2,2,0,0,0
gene-RAB35|RAB35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MTMR3|MTMR3,6,29,13,18,0,0,0,0,0,27,24,23,10,26,0
gene-AP1B1|AP1B1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
gene-LOC128404539|LOC128404539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EWSR1|EWSR1,180,182,152,145,141,133,155,136,165,144,197,252,99,104,132
gene-LOC128403545|LOC128403545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SF3A1|SF3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAI-AAU-14|TRNAI-AAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PES1|PES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-OSBP2|OSBP2,0,12,11,0,12,0,0,0,0,0,9,12,12,0,4
gene-LOC128404114|LOC128404114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403927|LOC128403927,3,2,2,3,1,0,2,0,0,0,0,1,1,0,0
gene-MORC2|MORC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PRODH|PRODH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SRSF9|SRSF9,77,79,99,42,50,64,21,47,82,49,61,63,87,35,50
gene-DYNLL1|DYNLL1,14,23,39,21,50,0,11,13,26,9,26,16,13,10,41
gene-COQ5|COQ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNF10|RNF10,44,0,30,14,23,0,0,12,8,18,12,21,9,0,0
gene-PATZ1|PATZ1,0,26,25,15,44,10,16,16,0,0,25,18,22,16,16
gene-EIF4ENIF1|EIF4ENIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SFI1|SFI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PISD|PISD,0,453,505,108,123,60,447,555,231,182,180,93,178,114,66
gene-SNRPD3|SNRPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CCDC74B|CCDC74B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MED15|MED15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-KLHL22|KLHL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CRKL|CRKL,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
gene-CABIN1|CABIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404425|LOC128404425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SMARCB1|SMARCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CLTCL1|CLTCL1,61,0,0,0,0,0,0,0,34,24,30,0,0,0,0
gene-LOC128404466|LOC128404466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UBE2L3|UBE2L3,691,766,716,500,605,610,535,589,657,633,1177,933,649,680,542
gene-PPIL2|PPIL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404018|LOC128404018,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0
gene-C16H22orf39|C16H22orf39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UFD1|UFD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CDC45|CDC45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-53|TRNAA-UGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CLDN5|CLDN5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
gene-LOC128404030|LOC128404030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SEPTIN5|SEPTIN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ARVCF|ARVCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404522|LOC128404522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404524|LOC128404524,5,2,4,2,6,2,2,3,4,4,1,3,1,1,3
gene-TANGO2|TANGO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZDHHC8|ZDHHC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DGCR8|DGCR8,20,19,19,15,18,21,28,9,10,26,44,42,15,29,0
gene-TRMT2A|TRMT2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RANBP1|RANBP1,5,0,0,0,3,0,0,4,5,5,12,6,9,2,4
gene-LOC128404538|LOC128404538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404131|LOC128404131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ANKLE2|ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CHFR|CHFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403495|LOC128403495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FBRSL1|FBRSL1,0,0,0,0,6,0,0,8,0,9,8,21,10,0,0
gene-LOC128403617|LOC128403617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-55|TRNAA-UGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-EP400|EP400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ULK1|ULK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SFSWAP|SFSWAP,20,16,15,11,7,9,12,14,17,9,11,20,10,11,7
gene-RAN|RAN,300,227,247,239,206,248,182,204,291,216,358,318,221,170,226
gene-LOC128403595|LOC128403595,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1
gene-MLXIP|MLXIP,0,4,10,0,4,7,0,2,0,0,5,0,0,5,0
gene-BCL7A|BCL7A,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0
gene-SETD1B|SETD1B,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3
gene-RHOF|RHOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404497|LOC128404497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ORAI1|ORAI1,37,7,25,12,19,6,16,6,8,13,23,40,11,20,6
gene-DDX55|DDX55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMED2|TMED2,0,32,27,31,45,0,12,14,9,0,42,48,15,16,15
gene-RILPL1|RILPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SNRNP35|SNRNP35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gene-KMT5A|KMT5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SBNO1|SBNO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403607|LOC128403607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CCDC62|CCDC62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403370|LOC128403370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DENR|DENR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ARPC3|ARPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ATP2A2|ATP2A2,39,19,10,19,25,11,6,12,37,22,51,15,12,0,9
gene-IFT81|IFT81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403464|LOC128403464,542,217,178,173,311,204,216,240,286,218,302,288,237,188,210
gene-ATP6V0A2|ATP6V0A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TRNAA-UGC-56|TRNAA-UGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NCOR2|NCOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-UBB|UBB,7081,235,238,151,206,61,29,23,22,13,141,142,56,72,161
gene-TRNAD-GUC-12|TRNAD-GUC,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
gene-CLIP1|CLIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404318|LOC128404318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ZCCHC8|ZCCHC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RSRC2|RSRC2,59,39,59,36,25,43,21,18,26,25,42,43,36,23,0
gene-XBP1|XBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TTC28|TTC28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gene-LOC128403966|LOC128403966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403798|LOC128403798,35,11,18,7,18,5,6,9,4,5,11,21,12,12,7
gene-MN1|MN1,4,8,4,0,5,0,0,0,0,5,5,7,6,4,0
gene-TFIP11|TFIP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ASPHD2|ASPHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MYO18B|MYO18B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128403583|LOC128403583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404693|LOC128404693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ATP1A1|ATP1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PLA1A|PLA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-POPDC2|POPDC2,0,0,0,0,0,0,0,76,0,0,0,119,0,0,0
gene-LOC128404694|LOC128404694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CFAP91|CFAP91,27,22,8,15,32,21,19,13,22,15,15,27,25,16,32
gene-GSK3B|GSK3B,0,0,0,0,12,0,0,8,0,8,0,32,0,16,0
gene-GTF2E1|GTF2E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NAA50|NAA50,515,355,244,161,232,220,246,272,323,282,392,370,213,259,201
gene-KPNA1|KPNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-FBXO40|FBXO40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ADGRL3|ADGRL3,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0
gene-LOC128405313|LOC128405313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TBX15|TBX15,865,243,268,226,328,232,225,228,153,376,307,462,343,277,148
gene-CLSTN3|CLSTN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PHB2|PHB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PTPN6|PTPN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TPI1|TPI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-USP5|USP5,24,0,26,0,0,0,0,7,10,0,0,0,0,0,11
gene-PTMS|PTMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-MLF2|MLF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128405274|LOC128405274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-COPS7A|COPS7A,4,0,0,0,3,0,3,0,3,0,6,0,0,0,0
gene-ZNF384|ZNF384,0,19,0,7,12,0,0,0,0,0,43,0,0,34,0
gene-CHD4|CHD4,148,133,84,62,91,78,58,45,71,81,81,116,53,58,41
gene-LOC128405487|LOC128405487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-NOP2|NOP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GAPDH|GAPDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CLTA|CLTA,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0
gene-NANS|NANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128405090|LOC128405090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-CCIN|CCIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RNF38|RNF38,83,44,50,48,84,52,34,15,53,32,95,67,71,39,51
gene-LOC128404585|LOC128404585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DCAF10|DCAF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404712|LOC128404712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-IGFBPL1|IGFBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SHB|SHB,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
gene-LOC128405024|LOC128405024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TDRD7|TDRD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128405027|LOC128405027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SMU1|SMU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-DNAJA1|DNAJA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-ANP32B|ANP32B,23,15,0,8,14,5,5,0,13,0,14,13,12,10,0
gene-NCBP1|NCBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TSTD2|TSTD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PURG|PURG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TMOD1|TMOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC128404665|LOC128404665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-GSR|GSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-TEX15|TEX15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPP2CB|PPP2CB,1045,625,483,477,691,496,524,717,707,756,1191,971,805,616,577
gene-GTF2E2|GTF2E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-SMIM18|SMIM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene-RBPMS|RBPMS,31,37,17,27,25,0,0,10,14,0,38,11,18,13,13
gene-ERI1|ERI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
